questionid,author,question,options,answer,concept
5820301,曾靖芮,「小明習慣在吃便當時先把不喜歡的菜先吃掉，再吃自己喜歡的菜。」上述文字請問與行為主義中哪一概念相符？,"1.普力馬原則,    2.原級增強物,    3.外在增強物,    4.代幣增強物,    ",1,普力馬原則
5820302,曾靖芮,美美最喜歡在上國文課舉手回答問題，老師就會發給她「好寶寶貼紙」，好寶寶貼紙集滿10個就可以換禮物。請問以上敘述中包括下列哪些概念？,"1.削弱；社會增強物,    2.正增強；代幣增強物,    3.負增強；原級增強物,    4.正增強；內在增強物,    ",2,代幣增強物、正增強
5820303,曾靖芮,Colden是一隻貓，只要聞到食物味，他就會自動靠過去，他的主人會嘴巴喊口令，例如：坐下，配合輕拍地板的手勢，一開始Colden都不理他，後來主人搭配只要照做就餵食物，Colden就做了，請問關於以上敘述，下列何者正確?,"1.只要聞到食物味，他就會自動靠過去，屬於行為。,    2.上述屬於操作制約，有刺激才會有行動。,    3.喊口令、輕拍地板由中性刺激轉變為制約刺激。,    4.上述情境與Skinner史肯納提出之理論相同。,    ",3,制約理論
5820304,曾靖芮,爸爸對四年級的小美說，只要妳這次5科都考100分，我就發給妳500元獎金，也可以一星期不用倒垃圾，小美為了500元和不用倒垃圾很努力的準備考試，最後拿到了500元也可以不用倒垃圾一週了。請問關於以上敘述下列何者正確？,"1.500元獎金屬於代幣增強物，小美可以去買她自己喜歡的東西。,    2.一星期不用倒垃圾，屬於增強中的負增強，能夠強化好的行為。,    3.500元獎金屬於次級增強物，屬於社會增強物的一種。,    4.500元獎金為外在增強物，與內在增強物相比更為重要。,    ",2,正增強、負增強、外在增強物、原級增強物、次級增強物
5820305,曾靖芮,請問下列敘述何者不正確？,"1.小海解完3題數學題，就給他一個好寶寶貼紙，這是屬於固定比例，歸類於頻率的部分。,    2.美美在國中時期的小考和抽考屬於行為理論中的不定時距概念，歸類於時距部分。,    3.粉粉在上鋼琴課時，只要學完一首曲子老師就會給他一顆糖果當獎勵，直到她考完鋼琴檢定考，上述行為屬於塑造。,    4.給予增強的時機與立即性對於學習者的影響不大，也無需對學習者解釋實施增強原因，學習者就能自動達到增強效果。,    ",4,固定比例、不定比例、固定時距、不定時距、增強、塑造
5820401,曾靖芮,請問下列敘述何者正確？,"1.IP模式又稱訊息處理理論，當中的短期記憶又稱工作記憶。2.IP理論中在進入短期記憶前一定會經過長期記憶。   3.長期記憶不會透過提取短期記憶中的記憶來當作基模。  4.感官收錄與短期記憶與長期記憶都會被遺忘。,    ",1,IP模式
5820402,曾靖芮,小美在今年過年學了很多關於雞年的吉祥話，第一句吉祥話記的最熟，最後一句也記的最熟，請問以上敘述屬於認知心理學的哪兩個概念？,"1.順攝抑制；初始效應,    2.初始效應；新近效應,    3.倒攝抑制；新近效應,    4.初始效應；順攝抑制,    ",2,初始效應、新近效應
5820403,曾靖芮,"Lulu在背英文單字時會將同一類型的單字整理在一起，並且在每一類型中不會超過9個單字，且他會播放配合他記憶的單字CD，讓他更容易將單字記起來，請問Lulu運用了認知心理學中的那些概念？ 
(a) Chunking異元集組 
(b) 雙碼理論 
(c) 5-9的單元
(e) 工作記憶 
(f) 長期記憶 
(g) 感官記憶","1.abe,    2.bcf,    3.abc,    4.cfg,    ",3, Chunking、雙碼理論、工作記憶 
5820404,曾靖芮,阿寶暑假學會開車，也拿到了汽車駕照，平常他都會騎機車上下班，直到有天下大雨，家人希望他開車出門，雖然已經有段時間沒有開車了，但阿寶依然記得車子的基本發動流程，請問關於以上敘述下列敘述何者正確？,"1.阿寶還記得如何發動車子是屬於工作記憶中的Chunking,    2.阿寶會記得是因為開車的記憶已經進入到IP模式中的長期記憶,    3.此記憶屬於IP模式中長期記憶的情節記憶,    4.因為搭配教練的解說和阿寶自己的練習所以才會記得如何開車,    ",2,程序性記憶 
5820405,曾靖芮,請問下列敘述何者錯誤？,"1.惰性知識為該活用卻沒有活用的知識，就像是背很多英文單字卻無法表達出來。,    2.存在腦中的基模沒有經過適當的同化或調適，硬是死背下來稱為機械式學習。,    3.前導組體可以幫助學習者認識新知識架構，讓學習者新舊知識結合，像是目錄、學習地圖等等。,    4.有意義的學習是運用舊知識去認識新知識，並且將其存在基模中，就像是學會騎腳踏車也容易學會騎機車一樣。,    ",0,
8630101,徐郁雯,對於皮亞傑認知發展論，請選擇正確的選項。,"1.處於前運思期的人在思考上具有可逆性的概念,    2.處於感覺動作期的人具有物體恆存的概念,    3.處於具體運思期的人能夠進行抽象思考,    4.處於形式運思期的人在思考上較自我中心,    ",0,
8630102,徐郁雯,請問下列哪一位小朋友屬於皮亞傑認知發展論的形式運思期？,"1.能夠將碗筷按照大小排列在櫥櫃裡的小櫻,    2.能夠利用未知數（例如：x,y,z）處理數學題目的清人,    3.認為光泉牛奶跟瑞穗鮮乳不屬於同一種飲料的賈修,    4.完全不會用減法計算數學題的蒂歐,    ",2,抽象思考、形式運思期
8630103,徐郁雯,卡卡西老師用兩個大小不同的盤子裝著一樣的蘋果，大盤子給五歲的鳴人，小盤子給十歲的佐助。鳴人拿到盤子的時候便很生氣的說：「為什麼佐助的蘋果比我的大顆呢？」聽到鳴人的反應，佐助回答：「我們的蘋果其實一樣大，只是盤子的大小讓我們有蘋果不一樣大的錯覺。」從兩人的反應，我們可以得知（甲）鳴人屬於具體運思期（乙）鳴人屬於前運思期（丙）佐助屬於具體運思期（丁）佐助屬於前運思期,"1.甲、丙,    2.乙、丙,    3.甲、丁,    4.乙、丁,    ",4,專注現象、前運思期、具體運思期
8630104,徐郁雯,有一天，媽媽帶著大陸去看舞台劇，大陸指著舞台跟媽媽說：「那是一個大平台！」，當布幕被拉起來時，大陸又告訴媽媽：「那不是大平台！」請問大陸處於皮亞傑認知發展論中的哪一個階段？,"1.感覺動作期,    2.前運思期,    3.具體運思期,    4.形式運思期,    ",2,專注現象、前運思期
8630105,徐郁雯,數碼世界的玄內爺爺想要測試被選召的孩子對於數學的理解程度，舉辦了一個數學小比賽。第一題是「A>B，B>C，請由此推論出A、B、C的大小關係」，請問下列三個小孩中，誰能夠答對這個題目呢？,"1.不會減法計算的阿武,    2.還在上幼稚園的啟人,    3.能夠用未知數解題的阿助,    4.媽媽把桌上的蘋果放進包包，就以為蘋果已經消失的小光,    ",3,遞移、前運思期、不可逆、物體恆存
8630201,徐郁雯,佐助曾經看到鳴人在水邊玩耍而摔進湖裡溺水，於是從此都不敢靠近水邊。請問以上情形屬於社會學習理論的何種概念？,"1.楷模學習,    2.替代學習,    3.正增強,    4.懲罰,    ",2,替代學習
8630202,徐郁雯,老師在上課時讚揚表現好的同學，並且給予他好寶寶貼紙當作獎勵，希望其他同學也能夠跟隨這些人的腳步。請問以上情境屬於社會學習理論的哪一個概念？,"1.楷模學習,    2.替代學習,    3.自我調整,    4.自我增強,    ",1,楷模學習
8630203,徐郁雯,（甲）阿光看見塔矢亮因為表現良好而提升了段位，決定要跟上他的腳步，每天努力回家與佐為進行對弈。（乙）在對弈的過程中，阿光發現自己總是在執黑子時，第一手就下在天元，因此不容易在對手的地盤進行包圍導致陷入苦戰，於是他之後便改變了這樣的做法。請依照以上情境做出正確的配對。,"1.（甲）替代學習、（乙）自我調整,    2.（甲）楷模學習、（乙）替代學習,    3.（甲）楷模學習、（乙）自我調整,    4.（甲）替代學習、（乙）楷模學習,    ",2,楷模學習、自我調整
8630204,徐郁雯,有一天，龍崎教練發覺將一般球員與校隊球員各自分開練習時，一般球員的進步速度特別的緩慢，於是他決定要讓校隊球員帶領一般球員一起進行練習。而一般球員透過與校隊球員的互動，進步速度變得比之前還要快了。請問以上情境屬於下列何種概念？,"1.認知學徒制,    2.ZPD,    3.自我調整學習,    4.鷹架構築,    ",4,鷹架構築
8630205,徐郁雯,電玩遊戲經常在遊戲剛開始時進行新手教學，讓玩家能夠熟悉基本操作，而在新手教學結束後，不再給予任何操作提示。請問「新手教學後不再給予提示」屬於建構主義的哪一個概念？,"1.發現學習,    2.ZPD,    3.鷹架構築,    4.鷹架撤除,    ",4,鷹架構築、鷹架撤除
8630301,徐郁雯,洛克人EXE的利卡爾博士在一次的網路對戰比賽中，使用了黑暗晶片犯規，因此被比賽方下令永久禁賽。請問以行為主義而言，利卡爾博士被施予了何種處置？,"1.正增強,    2.負增強,    3.呈現型懲罰,    4.撤離型懲罰,    ",4,負增強、撤離型懲罰、呈現型懲罰
8630302,徐郁雯,小丹尼每天都有看兩小時電視的時間，但他總是為了看晚上六點的美少年戰士而忘記寫學校作業，於是媽媽想到可以用在大學時學的「普力馬原則」來改善小丹尼的壞習慣。請問媽媽應該怎麼跟小丹尼說呢？,"1.「只要你先把作業寫完，我就買整套美少年戰士的CD給你。」,    2.「只要你在學校先把作業寫完，回來就可以看電視了。」,    3.「如果你不寫完作業，你就一個禮拜不能看電視。」,    4.「如果你不寫完作業，我就要生氣囉。」,    ",2,普力馬原則
8630303,徐郁雯,（甲）桐人在艾恩葛朗特第74層中，以必殺技「星爆氣流斬」擊敗了魔王閃耀魔眼，獲得了水晶。（乙）身為同伴的亞絲娜看到桐人傑出的表現，決定也要努力讓自己變強。請依照以上情境選擇正確的選項。,"1.（甲）負增強、（乙）替代學習,    2.（甲）正增強、（乙）替代學習,    3.（甲）負增強、（乙）楷模學習,    4.（甲）正增強、（乙）楷模學習,    ",4,正增強、負增強、楷模學習、替代學習
8630304,徐郁雯,在電玩遊戲的機制中：（甲）玩家可能會因為操作技術不佳導致操控角色受到傷害，血量會因此減少。（乙）而玩家如果有熟練的操作技術，就能完成任務，得到戰利品、遊戲金幣等等。請依照以上情境選擇正確的選項。,"1.（甲）撤離型懲罰、（乙）負增強,    2.（甲）呈現型懲罰、（乙）正增強,    3.（甲）撤離型懲罰、（乙）正增強,    4.（甲）呈現型懲罰、（乙）負增強,    ",2,正增強、負增強、撤離型懲罰、呈現型懲罰
8630305,徐郁雯,神奇寶貝超世代中的小遙是個優秀的協調訓練家，她在華麗大賽開始前都會訓練她的神奇寶貝「小卡比獸」。她發明了兩種訓練法：（甲）只要小卡比獸能在五秒內完成指定的動作，她就會給予一個零食作為獎勵，反之則什麼都不給。（乙）在限定時間內不管小卡比獸有沒有做出指定動作，都不會給予零食，但她會告訴他做得好不好。請依照以上情境選擇正確的選項配對。,"1.（甲）屬於固定比例時制、（乙）屬於固定比例時制,    2.（甲）屬於固定時距時制、（乙）屬於固定時距時制,    3.（甲）屬於固定比例時制、（乙）屬於固定時距時制,    4.（甲）屬於固定時距時制、（乙）屬於固定比例時制,    ",2,固定時距、不定時距、固定比例、不定比例
8630401,徐郁雯,藤原拓海是一名擅長甩尾的賽車手，他在一次的比賽中發生意外重傷住院，長達一年沒有再進行賽車訓練。拓海很害怕自己沒辦法做出像以往一樣漂亮的甩尾，總是逃避訓練。請問我們能夠如何說服拓海讓他相信自己能夠做到呢？,"1.拓海可以藉由背誦甩尾的步驟，建立甩尾的基模,    2.拓海只要坐上駕駛座，視覺與觸覺的感官記憶便會引導他進行甩尾的動作,    3.甩尾屬於程序性記憶，藉由反覆練習可以進入自動化模式,    4.拓海可以藉由反覆練習來喚醒甩尾的工作記憶,    ",3,程序性記憶、自動化 
8630402,徐郁雯,教科金城武在玩電玩「小朋友齊打交」時，一開始需要一邊背誦與回憶角色的出招順序與招式表的內容，但現在已經不需要特別思考也可以直接配對出相對應的指令與角色招式。請問上述情形能夠用以下哪一種概念來解釋？,"1.基模修正,    2.自動化,    3.編碼,    4.工作記憶,    ",2,自動化
8630403,徐郁雯,漢吉的好朋友莉露姆被施了一個魔法，因此變成了花朵，只要在五秒內背誦出複雜的繞口令咒語就能解除莉露姆的魔法。漢吉發現這個咒語其實有一些排列的原則可循，因此將咒語分段背起來，很快就解除魔法了。請問漢吉使用了以下何種概念來解除魔法？,"1.IP Model,    2.雙碼理論,    3.類化,    4.Chunking,    ",4,Chunking
8630404,徐郁雯,學測將近，歷史老師為班上同學進行世界歷史的總複習。老師在講解各大洲歷史的同時，也會告訴同學一些記憶年代的口訣。請問老師運用了以下何種概念？,"1.工作記憶,    2.情節記憶,    3.程序記憶,    4.語意記憶,    ",4,語意記憶
8630405,徐郁雯,勇者錡哥前去拯救被魔王關在地牢裡的公主小瑩，要拯救小瑩就必須在魔王的「記憶力大考驗」中獲得勝利。在這個考驗中，有使用聲音搭配一串雜亂不分段的咒文呈現，因此勇者錡哥便運用了_________來迎戰，輕鬆的戰勝了魔王。請在下列選項中選擇空格中的答案。,"1.雙碼理論,    2.Chunking,    3.IP Model,    4.類化,    ",1,雙碼理論
1250101,塗婕,自然課時，老師用「蝙蝠生蝙蝠」的例子解釋了動物繁衍的概念，昀昀回家後告訴媽媽：「小貓會生蝙蝠、小狗也會生蝙蝠」。請問昀昀說的話表示她正在經歷何種認知歷程？,"1.基模,    2.同化,    3.調適,    4.平衡,    ",2,同化、調適
1250102,塗婕,媽媽將等量的玉米濃湯倒入兩個外型不同的碗中，並將矮而胖的碗給13歲的欣欣；高而瘦的碗給5歲的君君。君君見狀立刻哭著說：「為什麼我的湯比欣欣少！」請問，媽媽應該如何用君君聽得懂的說法解釋兩碗玉米濃湯其實一樣多？,"1.引導君君回想剛剛媽媽是將一半濃湯倒入欣欣的碗中；再將另一半的濃湯倒入君君的碗中，所以兩碗濃湯一樣多,    2.把兩碗湯同時再倒回一開始裝整碗濃湯的紙碗裡，證明兩碗濃湯一樣多；並沒有變少,    3.在碗上畫記號，請君君喝完後把欣欣碗裡的濃湯倒入君君的碗中；看跟記號的高度一不一樣,    4.將兩個碗平放在桌上，分析給君君聽雖然這個碗比較高，但另一個碗比較胖；所以兩碗中的濃湯是一樣多的,    ",3,專注現象、前運思期
1250103,塗婕,岱岱今天心情不好，打了昀昀一拳；不甘心被打的昀昀跑去打了甄甄一拳；同樣不甘心的甄甄又去打了錡錡一拳。」老師於是很生氣地把四位小朋友叫了過來，先問甄甄為什麼打人？甄甄說：「因為岱岱打昀昀，昀昀又打我，所以我才打錡錡」老師沒有聽清楚，再問了一句：「為什麼錡錡被打了？」甄甄想了老半天卻不知道怎麼回答。請問，甄甄不知道怎麼回答的情況最符合皮亞傑提到的何種概念？,"1.序列化,    2.遞移能力,    3.專注現象,    4.可/不可逆性,    ",0,
1250104,塗婕,媽媽躺在床上講自己編的睡前故事給小可愛聽：「有一隻叫美美的小鳥很愛玩，雖然媽媽一直告訴美美飛太遠很危險，可是美美一心想著玩，沒有注意聽。後來有一天，美美又顧著玩，不小心飛得太遠了；一不小心迷路了，急得哭了起來，還好有好心的鄰居貓頭鷹伯伯護送美美回家」。媽媽講完故事後，問小可愛為什麼美美會迷路？小可愛說不出來。請問根據皮亞傑的認知發展論，小可愛無法回答表示他還沒有發展到何種時期？,"1.感覺動作期,    2.前運思期,    3.具體運思期,    4.形式運思期,    ",3,專注現象、前運思期
1250105,塗婕,看完電影後，四位小朋友分別分享了一句感想。請問根據皮亞傑的認知發展論，從哪位小朋友所講的話可以看出，他正經歷與其他3位不同的時期？,"1.融融：「影片中主角們遇到的事情，都有一體兩面。」,    2.邱邱：「阿姆斯壯從太空一定有看到月球表面的坑洞。」,    3.萱萱：「我跟主角一樣，最喜歡把火車從大排到小了！」,    4.佳佳：「經過我精密的思考、推論，兇手絕對就是小美！」,    ",3,感覺動作期、前運思期、具體運思期、形式運思期、抽象思考、序列化、問題解決
1250201,塗婕,期中考快到了，就讀大一的小林還沒有開始念教育心理學，但是她覺得自己實在是太聰明了，只需要2個小時的時間就可以唸完全部期中考的範圍，因此她直到考試的前一天晚上才開始念書；並在考試中拿到99分。請問以下哪個敘述是最符合小林直到考試前一天才讀書的原因？,"1.高度自我調整學習,    2.高度後設認知,    3.高度自我認知,    4.高度自我效能,    ",4,自我效能
1250202,塗婕,昀昀是一個羽球教練，今天她在教導她的助教，如何連續將球發至固定地點以讓學生練習同一個動作。首先，她示範了非常標準的發球姿勢，並告訴助教訣竅在手腕動的幅度要一致；接著，她站在一旁看著助教練習，並針對助教的動作給予適時的提醒。經過很久的練習之後，助教終於可以在昀昀不在旁邊的情況下，自己連續將球發至固定位置。請問，昀昀教導助教的過程中，不包括下列何種概念？,"1.注意,    2.保留,    3.再生,    4.認知學徒制,    ",1,觀察學習四階段、認知師徒制
1250203,塗婕,陳老師教小明背歷史上發生過大事件的年份。一開始老師先念了一遍課文，並請小明回家做練習題；沒想到隔天測驗時小明只背起來十分之一的年份。老師想了想，耐心的講了很多各年份史實背後、老師自己蒐集資料時找出的情境故事，並給予很多自己想到的諧音來幫助小明學習。同樣再請小明回家做練習題後隔天進行測驗，測驗時小明背起了十分之七的年份。請問對小明來說，最有效的學習方法是運用下列何種概念？,"1.發現式學習,    2.鷹架理論,    3.認知師徒制,    4.合作學習,    ",0,題意需要再更清楚些
1250204,塗婕,美美是心高氣傲的高材生，常常嘲笑班上同學笨；所以班上的同學即使公認美美的功課最厲害，卻都很討厭她。有一天全班一起到福利社買東西，美美從冰箱裡拿了一瓶蘋果牛奶準備去結帳；原本已經拿好蘋果牛奶的小莉看到了，因為不想跟美美喝一樣的飲料，她立刻把蘋果牛奶放回冰箱，轉身拿了柳橙汁。請問，小莉這樣的舉動符合班杜拉社會學習論中的何種學習模式？,"1.楷模學習,    2.替代學習,    3.行為學習,    4.認知學習,    ",0,題意需要再更清楚些
1250205,塗婕,老師希望欣欣在新的一學期中能學會「如何過馬路」。請問根據鷹架理論，老師應該採用下列何種教學才是最有效的？,"1.告知欣欣學習目標─老師從後方看欣欣練習過馬路─老師教導欣欣做錯的部份─欣欣獨自過馬路,    2.老師帶著欣欣過馬路─老師從後方看欣欣練習過馬路─老師教導欣欣做錯的部份─欣欣獨自過馬路,    3.告知欣欣「紅燈停，綠燈行的概念」─老師帶著欣欣過馬路─老師從後方看欣欣練習過馬路─欣欣獨自過馬路,    4.告知欣欣學習目標─老師帶著欣欣過馬路─老師從後方看欣欣練習過馬路─老師教導欣欣做錯的部份,    ",3,鷹架構築、鷹架撤除
1250301,塗婕,小嬰兒要滿8個月才能吃水果。在君君終於滿8個月大的當天，媽媽迫不急待的切了一片檸檬想給君君試吃，沒想到君君面無表情的看著檸檬不肯吃；在媽媽一連串的哄騙之下才舔了一口，並因為太酸而邊流口水邊大哭。隔天媽媽又切了一片檸檬想再給君君吃吃看，沒想到君君看到檸檬後立刻大哭。從此之後，君君只要在任何地方看到檸檬都會立刻崩潰大哭。請問，下列何種概念最能解釋君君為何看到檸檬會出現此反應？,"1.操作制約,    2.刺激制約,    3.古典制約,    4.延宕制約,    ",1,操作制約、古典制約　
1250302,塗婕,美麗王國內有一個官員很喜歡觀賞各式各樣的風景、人。但是他有一個缺點，就是很喜歡欺負盲人、在盲人走路時絆倒他們。有一天恰巧被國王看見了，國王很生氣，便順手拿了一個黑色布袋套在官員的頭上，命令他體驗盲人的生活，三天內不管做什麼都不準拿下來。請問國王的行為符合操作制約中的哪個概念？,"1.正增強,    2.負增強,    3.呈現型懲罰,    4.撤離型懲罰,    ",4,呈現型懲罰、撤離型懲罰
1250303,塗婕,林老師想改變班上兩位小朋友的行為。請問根據增強理論，下列哪個選項中，待改變的行為與增強機制的配對最能有效的達成林老師的目的？,"1.想減少欣欣上課發呆的次數──負增強：只要欣欣認真上課，當天就可以不用寫她最討厭的回家作業,    2.想減少欣欣上課發呆的次數──撤離型懲罰：如果欣欣上課時發呆，下課時就不可以跟同學一起玩。,    3.想增加一週內小怡把午餐吃完的次數──負增強：如果小怡沒有吃完午餐，當天下午就不能吃她最愛的點心。,    4.想增加一週內小怡把午餐吃完的次數──撤離型懲罰： 只要小怡把午餐吃完，就可以晚10分鐘睡她最討厭的午覺,    ",1,正增強、負增強、呈現型懲罰、撤離型懲罰   
1250304,塗婕,安潔莉娜裘裘在拍攝古墓奇兵時，不小心在沙漠迷路了。她餓了三天三夜，始終找不到任何的食物。正當快要餓死的時候，她來到一個小湖邊喝水；一不小心把她僅有的黑金剛手機掉進湖中。絕望之餘，水裡突然浮出了一個男神，男神冒出來之後說：誠實是好行為，如果你誠實的告訴我你的手機是iphone、htc還是黑金剛，我就立刻變出一桌全世界最好吃、最精緻、僅此一家絕無分號的高級法式料理請你吃。請問，全世界最好吃的高級法式料理對安潔莉娜裘裘來說是何種增強物？,"1.原級增強物,    2.次級增強物,    3.內在增強物,    4.延遲增強物,    ",1,原級增強物、次級增強物、內在增強物、.延遲增強物
1250305,塗婕,小甄航空近期推出新年促銷活動，只要加入網路會員，每天中午12點線上開放闖三關活動，連過三關者就可獲得一次抽獎機會。最大獎為台北─法蘭克福的來回機票2張。每個帳號一天限闖關一次。請問以上促銷手法是採用了行為主義中的哪個機制？,"1.固定時距,    2.不定時距,    3.固定比例,    4.不定比例,    ",1,固定時距、不定時距、固定比例、不定比例
1250401,塗婕,踏腳石商店進行讀者年終大回饋，將所有販賣的書籍分成熱銷、正常、滯銷三類，分別貼上紅、黃、藍標籤以供消費者辨別；只要購買一本黃色標籤的書加一本藍色標籤的書，就送紅色標籤的書任選一本。請問貼標籤的行為符合以下哪一個認知心理學的概念？,"1.閃光燈記憶,    2.情節記憶,    3.程序性記憶,    4.chunking,    ",0,
1250402,塗婕,小佩為了在短時間內多益考到900分，每天都很認真的聽補習班老師講解、猜題；並在公車上背誦單字、聽捷運上的英文廣播，無時無刻都在學習英文；但在考多益時卻一點也想不起來她背了什麼單字。根據以上敘述，請問小佩所學習的這些英文屬於何種記憶？,"1.感官記憶,    2.短期記憶,    3.工作記憶,    4.長期記憶,    ",0,
1250403,塗婕,小明的媽媽很喜歡碎碎念，每天總是一直唸小明。一開始小明會乖乖的照做，希望媽媽不要再唸他；但久了發現無效之後，小明漸漸地變成左耳進、右耳出，再也記不起媽媽唸他的內容。請問，小明無法記住媽媽唸他的內容，主要是因為無法有效的進入哪一個記憶階段？,"1.感官記憶,    2.短期記憶,    3.工作記憶,    4.長期記憶,    ",4,"感官記憶、短期記憶、工作記憶、長期記憶,    "
1250404,塗婕,昀昀老師總是拿著一疊上面畫著可愛水果圖片的紙卡來教幼兒園小朋友認識水果；教學時每張卡片昀昀老師先唸一次、小朋友跟著複誦一次，接著換下一張；直到所有水果紙卡都唸完。請問根據認知心理學理論，昀昀老師採用這種教學方式是為了增加學生何種記憶？,"1.語意記憶,    2.情節記憶,    3.閃光燈記憶,    4.事件記憶,    ",1,語意記憶、情節記憶、閃光燈記憶
1250405,塗婕,岱岱老師平常熱心助人、熱愛教學，但他也會擔心被教的人會因為岱岱新教的事情而忘了原本已經會的事情。請問根據認知心理學，岱岱最好不要做下列哪一個選項中的動作，以避免岱岱擔心的事情發生？,"1.看到左撇子的君君用左手寫字，立刻叫她改成用右手寫字,    2.對正在進行24小時德語訓練的英國人講英文,    3.在美國教導10年前在台灣考過駕照卻沒有上過路的欣欣開車,    4.訓練貓咪學會在馬桶尿尿後改變主意給貓咪貓砂,    ",0,
1580101,何慧怡,小塗在幼稚園學習到鳥類的特性，當她跟媽媽去逛動物園時，小塗看到眼前的鴿子說「媽媽，鴿子有兩隻腳和翅膀會飛，所以牠是鳥類」。請問，這是屬於下列何者認知歷程？,"1.基模,    2.同化,    3.調適,    4.變異,    ",2,同化、調適
1580102,何慧怡,當小塗跟媽媽逛到北極動物區的時候，看到企鵝說「媽媽，企鵝有兩隻腳，也有翅膀但不會飛，所以牠不是鳥類」媽媽糾正她說「企鵝是鳥類喔!」之後小塗就知道也有鳥類是不會飛的。請問，這是屬於下列何者認知歷程?,"1.基模,    2.同化,    3.調適,    4.變異,    ",3,同化、調適
1580103,何慧怡,爸爸帶欣欣去爬山時，跟她說我們家就在山的後面，但欣欣說「爸爸騙人，那明明就是座山，哪有我們家。」請問，欣欣正處於認知發展中的哪一個階段並具有什麼特性？,"1.前運思期-自我中心,    2.前運思期-不可逆性,    3.具體運思期-序列化,    4.具體運思期-遞移能力,    ",1,自我中心、前運思期 
1580104,何慧怡,請問以下關於認知發展階段與真實例子，何者選項中的配對錯誤？,"1.前運思期-小婕可以分辨出男女廁所符號標誌的不同,    2.形式運思期-阿昱能夠思考為什麼火車可以變換速度,    3.具體運思期-小君可以將球由大排到小整理到櫃子中,    4.感覺動作期-錡錡認為河川只會一直流動且不會停止,    ",4,感覺動作期、前運思期、具體運思期、形式運思期、符號表徵、抽象思考、序列化、問題解決
1580105,何慧怡,佳佳喜歡算數，她能夠理解物體改變後能回到原始的狀態，並且也能依據物體大小或特徵排列。請問，根據以上的敘述佳佳正處於何種認知發展階段及其特性？,"1.具體運思期-可逆性、序列化,    2.形式運思期-可逆性、邏輯思考,    3.具體運思期-遞移能力、序列化,    4.形式運思期-遞移能力、邏輯思考,    ",4,前運思期、具體運思期、形式運思期、抽象思考、序列化
1580201,何慧怡,爸爸想要教小錡騎兩輪腳踏車，但他無法保持平衡，所以「爸爸幫他在腳踏車裝上輔助輪」，讓小錡練習平衡感。請問「」中的敘述是何種學習理論的概念應用？,"1.鷹架撤除,    2.鷹架構築,    3.合作學習,    4.認知見習,    ",2,鷹架撤除、鷹架構築
1580202,何慧怡,小錡在騎腳踏並使用輔助輪下，已經可以騎得很順暢，所以「爸爸將腳踏車的輔助輪拆掉」，並一步步的在後方協助他，最後小錡在沒有爸爸和輔助輪的協助下，學會騎兩輪腳踏車了，並可以開始騎到隔壁村找同學。請問「」的敘述為學習理論中的何種概念應用？,"1.自我效能,    2.近側發展區,    3.構築鷹架,    4.鷹架撤除,    ",4,鷹架撤除、鷹架構築
1580203,何慧怡,因為欣欣沒有將玩具收好，所以被媽媽處罰不能吃點心，在旁邊的君君看到後，告訴自己以後一定都要把玩具整理好，不然會沒有點心吃。請問，君君的行為是何種社會心理學的概念？,"1.替代學習,    2.楷模學習,    3.自我效能,    4.後設認知,    ",1,替代學習、楷模學習
1580204,何慧怡,昱昱將考不好的原因歸咎在自己隨便準備，所以在學測前他很努力地衝刺，「昱昱告訴自己他很認真準備，一定會考很好的」，最後昱昱考上了理想中的大學。請問「」中的敘述是社會學習論的何種重要概念？,"1.鷹架構築,    2.自我效能,    3.私自話語,    4.替代學習,    ",2,自我效能
1580205,何慧怡,社會學習論中，觀察學習會經過四個階段: 注意、保留、再生、動機。下列選項中的敘述是有關陳老師教導英語會話課的方式，請問選項中的敘述與階段配對是「錯誤」的？,"1.陳老師一開始上課時播放一段去餐廳用餐的英文影片-注意,    2.陳老師將對話寫在黑板上，並且一句一句念給學生聽-保留,    3.陳老師發學習單給同學，並請大家將教的句子寫下來-再生,    4.陳老師給舉手自願來演戲的同學，每個人兩包小餅乾-動機,    ",2,注意、保留、再生、動機
1580301,何慧怡,媽媽為了讓錡錡不要再挑食，告訴錡錡吃飯時如果他先吃紅蘿蔔，就可以玩電腦半小時。請問這屬於何種行為主義的概念？,"1.代幣增強物,    2.撤離型懲罰,    3.普力馬原則,    4.內在增強物,    ",3,普力馬原則、代幣增強物、內在增強物  
1580302,何慧怡,小錡想要訓練小狗握手時，將小狗的前腳放在自己手上並對牠講握手，之後給牠零食(a)，多嘗試幾次後，小錡發現只要小狗聽到「握手」(b)兩個字就會開始流口水(c)並將前腳抬起。以下將(a)(b)(c)配對行為主義的概念，何者正確？,"1.(a)刺激(b)增強物(c)反應，小錡的教學是參考古典制約,    2.(a)增強物(b)刺激(c)反應，小錡的教學是參考古典制約,    3.(a)刺激(b)增強物(c)反應，小錡的教學是參考操作制約,    4.(a)增強物(b)刺激(c)反應，小錡的教學是參考操作制約,    ",4,增強物、刺激、反應、古典制約、操作制約
