questionid,author,question,options,answer,concept
1020301,江雅婷,關於增強和懲罰，何者敘述正確？,"1. 小玉鋼琴比賽得了冠軍，所以校長當著全校的面前頒獎給她。這屬於負增強。,    2. 大雄因為上課遲到，所以就被老師叫到走廊上罰站。這屬於撤離型懲罰。,    3.小丸子因為考了100分，所以媽媽送她一台腳踏車。這屬於正增強。,    4.老師對小新說，如果你現在不乖乖睡午覺，下午就沒有點心吃了。這屬於呈現型懲罰。,    ",3,正增強、負增強、撤離型懲罰、呈現型懲罰
1020302,江雅婷,老師說上課認真的人，可以提早下課，但是上課吵鬧的人，今天放學時間就要留下來。請問以上使用到哪兩種概念？,"1.正增強、撤離型懲罰,    2.負增強、呈現型懲罰,    3.正增強、呈現型懲罰,    4.負增強、撤離型懲罰,    ",1,正增強、負增強、撤離型懲罰、呈現型懲罰
1020303,江雅婷,媽媽為了要讓小愛可以養成練琴的習慣，規定小愛每天只要練完3首曲子，就讓她出門玩一小時。請問上述沒有運用到行為主義的何種概念？,"1.次級增強物 ,    2.固定比例增強 ,    3.內在增強物 ,    4.普利馬原則,    ",0,超過一個答案
1020304,江雅婷,為了要讓學生養成準時交作業，老師想了四個方法，(1)準時交作業的學生，就加分。(2)準時交作業的學生，就可以免當一次值日生。 (3)遲交作業的同學，作業加倍。(4)遲交作業的同學，就扣分。請問上述的四個分法依序是運用到行為主義的何種概念？,"1.(1)負增強/(2)正增強/(3)呈現型懲罰/(4)撤離型懲罰,    2.(1)正增強/(2)負增強/(3)撤離型懲罰 /(4)呈現型懲罰,    3.(1)負增強/(2)正增強/(3)撤離型懲罰/(4)呈現型懲罰,    4.(1)正增強/(2)負增強/(3)呈現型懲罰/(4)撤離型懲罰,    ",4,正增強、負增強、撤離型懲罰、呈現型懲罰
1020305,江雅婷,"小叮噹幫媽媽跑腿買東西，所以媽媽就準備了他最愛的銅鑼燒要給他。
小桃子的表現優異，使她可以免遭淘汰。
大熊考試考了100分，得到媽媽的稱讚覺得很開心。
音符因為在表演試鏡時得到導演的肯定，所以可以不用再進行下一場比賽就直接晉級。
請問上述哪幾個人運用到相同的行為主義增強和懲罰概念？","1.小叮噹/小桃子/音符,    2.小叮噹/小桃子/大熊,    3.小桃子/大熊/音符,    4.小叮噹/小桃子/大熊/音符,    ",0,
1020401,江雅婷,咚咚在學完魚類的相關知識後，校外教學時咚咚指著水族箱內的小丑魚，開心的說那是魚類(a)，後來當咚咚看到鯨魚時，他也說那是魚類，此時老師糾正他說：「那不是魚類，實際上鯨魚是哺乳類才對。」從此以後咚咚就知道鯨魚和魚類是不同的(b)。請問咚咚所經歷的(a)(b)的認知歷程分別是什麼，以及發生在IP模式的哪一部份？,"1.調適/同化/短期記憶,    2.同化/調適/短期記憶,    3.調適/同化/長期記憶,    4.同化/調適/長期記憶,    ",2,同化、調適、短期記憶
1020402,江雅婷,小光老師在教各朝代歷史時，他先以歷史故事來進行講述，接著再讓同學們以小組討論的方式，將各朝代的事件特色進行分類歸納畫出表格，同時小光老師也打算在課堂上撥放相關的影片，藉由聲音和影像更能幫助同學們去理解各朝歷史的真實情況。請問小光老師在上述的課堂中「沒有」運用到以下何種概念？,"1.情節記憶,    2.chunking,    3.精緻化,    4.雙碼理論,    ",3,情節記憶、chunking、精緻化、雙碼理論
1020403,江雅婷,在台灣結婚喜宴要包紅包，葬禮則要包白包，這點對於來自日本的留學生愛子來說感到非常的不解，因為在日本當地不管是什麼場合一律都是使用白包。請問上面的敘述和哪個選項的概念相符合？,"1.順攝助長  ,    2.倒攝助長 ,    3.順攝抑制  ,    4.倒攝抑制,    ",4,順攝助長、倒攝助長、順攝抑制、倒攝抑制
1020404,江雅婷,"教室內有五個學生:
(a)靜香在教大雄數學的過程中，同時也有助於她對該方面知識有更多的理解。
(b)身為客家人的小威在學習如何分辨入聲字時，他可以馬上念出那個字的音和加以做判斷學習。
(c)小杉在學完公民上「權力」的相關概念後，誤以為「權力」就等於「權利」，對先前已學會的「權利」產生錯誤的定義。
(d)小夫是一個來自尼泊爾的留學生，他很不適應台灣的習慣，因為在他的國家那裡點頭代表不同意，與台灣的習慣剛好相反。
請問(a)(b)(c)(d)依序是認知心理學中的何種概念？","1.順攝助長/倒攝助長/順攝抑制/倒攝抑制,    2.順攝助長/倒攝助長/倒攝抑制/順攝抑制,    3.倒攝助長/順攝助長/順攝抑制/倒攝抑制,    4.倒攝助長/順攝助長/倒攝抑制/順攝抑制,    ",0,
1020405,江雅婷,"下列這段敘述中有錯，請幫忙挑出來錯誤並加以訂正。
羽鰈在學習游泳時，她可以藉由不斷的練習使此技能進入(a)短期記憶，並且達到(b)自動化。球球老師在一上課時總會先教此教材最難的部分，這是根據(c)新近效應的概念。說到九月二十一號，幾乎每人馬上都聯想到921大地震，這是因為(d)閃光燈記憶所造成的。請問何者是正確修正的選項？","1.(a)長期記憶/(b)精緻化,    2.(a)長期記憶/(c)初始效應,    3.(a)長期記憶/(d)語意記憶,    4.(c)初始效應/(d)語意記憶,    ",2,長期記憶、初始效應新近效應、短期記憶、新近效應
6890101,黃千芳,「如果放學後不馬上回家，媽媽會很生氣」這一句是一個孩童的思考，是屬於皮亞傑發展理論的哪一個時期？,"1.感覺動作期,    2.前運思期,    3.形式運思期,    4.具體運思期,    ",3,假設、形式運思期
6890102,黃千芳,"請問以下哪個小朋友已經脫離前運思期的階段了?
","1.小熊開始能夠理解廁所外男女生的標示。,    2.阿虎覺得一公斤的鐵會比一公斤的棉花重。,    3.兔兔努力的把硬幣由大到小疊成一堆。,    4.胖鹿看到巧克力在他的右手邊，也以為在別人的右手邊。,    ",3,符號表徵、序列化、自我中心、前運思期、具體運思期
6890103,黃千芳,"有一天爸爸發現「把臉摀住再做鬼臉」的遊戲已經不吸引芬芬了，爸爸一方面欣慰芬芬長大了，一方面也想著還有什麼遊戲能跟芬芬玩。以下哪一個活動最適合也最可能吸引芬芬的呢？
","1.讓芬芬依照大小排列娃娃,    2. 把東西藏起來讓芬芬尋找,    3.教導芬芬關於減法的概念,    4.讓芬芬思考愛是什麼,    ",1,感覺動作期、序列化、物體恆存、可逆、前運思期
6890104,黃千芳,"小恩分不清楚男生女生的符號，因此不敢自己去廁所。哥哥小豪跟他說：""女生就是有穿裙子的""，結果小恩就指著路上穿褲子的女生叫哥哥，媽媽後來糾正小恩。請問小恩現正處於發展連續論的哪一階段，基模發生了什麼變化?","1.小恩在前運思期，基模發生調適,    2.小恩在感覺動作期，基模產生同化,    3.小恩在前運思期，基模產生同化,    4.小恩在感覺動作期，基模發生調適,    ",4,感覺動作期、符號表徵、同化、調適
6890105,黃千芳,"由發展階段論推斷以下四個小孩由小到大的順序為何
丁丁：能從""香蕉比蘋果輕，香蕉比李子重""當中得出蘋果是最重的
迪西：擬出臨時遇到地震，應該怎麼保護自己的方法
小波：正在學習加法，減法讓他感覺混亂
拉拉：將洗好的碗由大到小堆疊","1.小波<丁丁<拉拉<迪西,    2.小波<拉拉<丁丁<迪西,    3.小波<拉拉=丁丁<迪西,    4.小波=拉拉<丁丁=迪西,    ",3,遞移、問題解決、不可逆、序列化、前運思期、具體運思期、形式運思期
6890201,黃千芳,"陳老師說準時到教室的同學可以加分，請問加分是屬於哪一種增強物？
","1.社會增強物,    2.活動增強物,    3.代幣增強物,    4.成績增強物,    ",3,社會增強物、活動增強物、代幣增強物
6890202,黃千芳,"玲玲看著舞蹈老師的動作，在心中默默的試著演練出一樣的姿勢。請問玲玲正在
請問根據以上的敘述玲玲屬於班度拉觀察學習中的哪一個階段？","1.注意,    2.保留,    3.再生,    4.動機,    ",2,保留、再生
6890203,黃千芳,"菓菓覺得數學解題的過程很有趣。雖然考試的成績不盡理想，但他還是努力不倦的持續練習。
請問菓菓的行為最受到什麼增強物的影響？
","1.內在增強物,    2.外在增強物,    3.原級增強物,    4.次級增強物,    ",1,內在增強、外在增強
6890204,黃千芳,媽媽對小江說：「沒寫完作業就不可以出去玩」，小江心裡想：「寫完就可以出去玩了」。請問「沒寫完作業」的行為會有什麼後果，小江的心理是什麼應用？,"1.負增強；普力馬原則,    2.撤離型懲罰；普力馬原則,    3.撤離型懲罰；正增強,    4.負增強；正增強,    ",3,正增強、負增強、撤離型懲罰
6890205,黃千芳,風間和小新是同班的好朋友。風間總是按時交作業，而小新總是不做作業。老師為了想鼓勵小新做作業，預想了一個解決的方案：當風間交作業的時候就給他巧克力球吃，讓小新看了心生羨慕，就會好好做功課了。請問這個方案可行嗎？,"1.可以，這樣小新跟風間都會越做越好,    2.可以，有做事就有獎勵能幫助成長,    3.不能，這樣對小新可能造成不好的影響,    4.不能，這樣對風間可能造成不好的影響,    ",4,楷模學習
6890301,黃千芳,小花準備餵家貓時，總會習慣先搖兩下再倒出飼料。後來她發現當她在搖的時候，貓咪就會飛奔而來。請問這種現象可以用誰的理論來解釋?,"1.巴夫洛夫,    2.史肯納,    3.皮亞傑,    4.班度拉,    ",1,古典制約、操作制約
6890302,黃千芳,榮榮總獨自一人在圖書館苦讀，愛慕他的欣欣因此也會跑去圖書館，默默的和他一起讀書。請問這種學習行為可以怎麼解釋？,"1.替代學習,    2.自我調整,    3.楷模學習,    4.觀察學習,    ",0,
6890303,黃千芳,樂樂有一個音樂盒，當她把蓋子打開時就會有美妙的音樂聲流出。後來音樂盒好像故障了，樂樂緊張的一直開開關關，卻還是沒有幫助。請問樂樂的行為稱為什麼？,"1.塑造行為,    2.消弱陡增,    3.維持行為,    4.反應代價,    ",2,題目語意需要再強化
6890304,黃千芳,學校辦了一場校內演講比賽，獲勝的同學可以代表學校出外比賽，並且得到獎狀跟獎品。阿和原本的實力可以是這一屆的冠軍，但是他對代表學校出征或是獎狀獎品都沒有興趣，只是想證明自己的實力，因此故意放水，得到第二名。請問一下何者正確,"1.為校出征原本是希望被做為代幣增強物,    2.對阿和而言，獎狀獎品是負增強物,    3.演講比賽的增強時制為不定時距,    4.對阿和而言，為校出征是撤離型懲罰,    ",0,
6890305,黃千芳,小紅帽每個月月初都會去奶奶家。奶奶因此每個月都會研究新的食譜，尤其是在小紅帽快要來的前幾天更是加緊練習，想讓小紅帽吃到最好吃的料理。奶奶的行為是因為何種增強時制導致？,"1.固定時距,    2.固定比例,    3.不定時距,    4.不定比例,    ",0,
6890401,黃千芳,小安是音樂才子，鋼琴吉他貝斯樣樣都通。有一次他的朋友問他：「你不會搞混要彈奏的樂譜嗎?」，小安回答：「不會耶，我都直接彈就上手了，都不用思考喔哈哈~」請問小安是怎麼記憶的?,"1.全靠天份的,    2.用語意記憶,    3.程序性記憶,    4.靠工作記憶,    ",3,程序性記憶
6890402,黃千芳,廣志在教小葵叫爸爸」，但小葵總是愛理不理的繼續玩自己的玩具。有一次廣志又在努力的時候，不小心踩到小新亂丟的玩具，痛得慘叫一聲「阿~~」，小葵聽到之後很開心的一直模仿廣志的慘叫。請問為什麼小葵一開始都愛理不理的?而後來模仿廣志得慘叫聲是屬於什麼記憶。,"1.因為訊息沒有被保留；語意記憶,    2.因為訊息沒有被注意；情節記憶,    3.因為訊息沒有被注意；語意記憶,    4.因為訊息沒有被保留；情節記憶,    ",2,注意、情節記憶
6890403,黃千芳,阿銘在打LOL的時候，媽媽叫他要曬衣服，阿銘隨意的應了一聲，就繼續玩電腦了。當媽媽回來看到衣服還在原位，大發雷霆。阿銘卻絲毫沒有印象媽媽有叫他曬衣服。請問這是因為訊息在何處就遺忘了?,"1.工作記憶,    2.感官收錄,    3.語意記憶,    4.程序性記憶,    ",2,感官收錄
6890404,黃千芳,如果老師想幫助學生學習，以下何者教學方法配對不正確?,"1.情節記憶：配合課程內容講相關的故事。,    2.語意記憶：應用諧音串連概念。,    3.新近效應：在剛開始上課的時講解重要的部分。,    4.吸引注意：用誇張的情緒來講解課程教材。,    ",3,情節記憶、程序性記憶、語意記憶、注意新近效應、初始效應
6890405,黃千芳,日山在數學課的時候都很認真上課，考試的成績也很不錯。但是當在計算買東西打折扣或是很多人要平均分錢的時候，他卻都留給別人或寧可按計算機來算。請問他所學的知識應該歸於何種分類?,"1.機械式學習,    2.有意義的學習,    3.程序性記憶,    4.惰性知識,    ",0,題目語意可以再清楚些
1520101,朱璟彤,請問下列的敘述何者正確？,"1.同化：當個體遇到新的刺激，既有的基模可以因應新的刺激，而不用建立新的基模。,    2.調適：當個體遇到新的刺激，既有的基模可以因應新的刺激，而不用建立新的基模。,    3.同化：當個體遇到新的刺激，既有的基模無法因應新的刺激，而需另建立新的基模。,    4.調適：當個體遇到新的刺激，既有的基模不能因應新的刺激，而不用建立新的基模。,    ",1,同化、調適
1520102,朱璟彤,"媽媽出了一道數學題給小明和小華，6+7=13，那13-7=？<br />
結果小華答不出來，但小明卻很快就答對了。請問小明和小華分別是幾歲，處於哪一個認知發展階段？","1.小明：9歲，具體運思期；小華：7歲，前運思期,    2.小明：7歲，前運思期；小華：9歲，具體運思期,    3.小明：8歲，前運思期；小華：9歲，具體運思期,    4.小明：9歲，具體運思期；小華：8歲，前運思期,    ",1,前運思期、具體運思期、可逆 
1520103,朱璟彤,"請問下列四個人是在哪一個認知發展階段？<br />
(甲)小明：我看到的球是黃色，所以你看到的球也一定是黃色的。<br />
(乙)小華：每次看到媽媽在準備食物，我都想看到底媽媽在做甚麼。<br />
(丙)小瑤：媽媽送給我大大小小的娃娃，我會把它們從小排到大整齊的放好。<br />
(丁)小琪：我能算出一元一次方程式，我很厲害吧。","1.(甲)感覺動作期(乙)前運思期(丙)形式運思期(丁)具體運思期,    2.(甲)前運思期(乙)感覺動作期(丙)具體運思期(丁)形式運思期,    3.(甲)感覺動作期(乙)前運思期(丙)形式運思期(丁)具體運思期,    4.(甲)前運思期(乙)感覺動作期(丙)具體運思期(丁)形式運思期,    ",0,"2,4都是正確答案"
1520104,朱璟彤,"(甲)今天小新和媽媽散步的路上看到了四隻腳在睡覺的動物，媽媽跟他說：「那是狗狗」，下次小新又看到了一隻四隻腳在睡覺的動物，就跟媽媽說：「那是一隻狗」，媽媽就對小明說：「沒錯，你好棒。」<br />
(乙)小英升上小學，很多事情都跟之前不一樣，像是沒有點心時間、上課要乖乖坐在座位上，不能移動等。雖然一開始很不習慣，但經過半年小英就能習慣這樣的生活。<br />
請問上述的情境分別是在皮亞傑認知發展理論的哪一個歷程？","1.(甲)調適(乙)同化,    2.(甲)同化(乙)同化,    3.(甲)同化(乙)調適,    4.(甲)調適(乙)調適,    ",3,同化、調適
1520105,朱璟彤,"今天是寧寧的4歲生日，在幼稚園時老師送他了一個四隻腳的布偶，老師跟他說：「這是一隻狗狗的布偶。」寧寧回家後，媽媽也送寧寧一個四隻腳的布偶，寧寧就跟媽媽說：「這是一隻狗狗的布偶！」媽媽就他說：「沒錯，你好棒喔！」<br />
請問寧寧是在皮亞傑認知發展的哪一個階段，以及在哪一個歷程？","1.前運思期，同化,    2.前運思期，調適,    3.具體運思期，同化,    4.具體運思期，調適,    ",1,同化、調適、前運思期
1520201,朱璟彤,"在課堂中，老師看到小明對於課堂練習中的一題數學題感到疑惑，就請小明的同學小華來幫助他。兩個人一起解數學題時，又發現有不懂的地方就去問老師，老師給予他們一些提示後，請他們再去想想看。最後他們兩人合力解決了這道題目，並獨自完成了剩下的題目。
請問下列敘述何者正確？","1.鷹架構築：小明跟小華獨自解數學題。,    2.鷹架構築：老師給予他們提示。,    3.鷹架拆除：兩個人一起解數學題。,    4.鷹架拆除：最後他們兩人合力解決了這道題目,    ",2,鷹架構築、鷹架撤除
1520202,朱璟彤,請問下列敘述何者正確？,"1.私自話語：教學者私下跟學習者提示如何解決問題。,    2.鷹架：藉由替學習者解決問題來提升學習者的學習能力。,    3.ZPD：指學習者有沒有能力獨力完成工作間的差距。,    4.合作學習：教學者與學習者合作一起解決問題。,    ",0,題意需要再更清楚些
1520203,朱璟彤,"(甲)有一天，阿新看到電視中他最喜歡的明星去老人安養中心當義工，他也下定決心以後也要去當義工、幫助人。
(乙)小雯看到哥哥因為說謊而被媽媽罵，從此她再也不敢跟媽媽撒謊了。
請問(甲)、(乙)分別為哪一種學習模式？","1.(甲)楷模學習；(乙)替代學習。,    2.(甲)楷模學習；(乙)楷模學習。,    3.(甲)替代學習；(乙)替代學習。,    4.(甲)替代學習；(乙)楷模學習。,    ",1,替代學習、楷模學習
1520204,朱璟彤,請問下列敘述何者正確？,"1.自我效能：與個人擁有的技能以及所擁有能力程度的自我判斷有關。,    2.後設認知：知道自己理解的狀態，並知道在什麼時候要用何種策略解決問題。,    3.自我增強：依照他人的標準來做判斷，並給予自我行為增強或懲罰。,    4.自我效能：自我效能低的人，如果失敗的話會認為是自己不夠努力。,    ",2,自我效能、後設認知、自我增強
1520205,朱璟彤,"阿光有一天回家看到爸爸在用木頭做板凳，覺得很新奇，就請爸爸教他如何用木頭做板凳。跟著爸爸不斷的練習，他終於能自獨立用木頭做出一張板凳。之後他就做了許多的木頭板凳送給他的好朋友。
請問下列關於觀察學習的歷程何者正確？","1.動機：看到爸爸在用木頭做板凳，覺得很新奇。,    2.保留：之後他就做了許多的木頭板凳送給他的好朋友。,    3.注意：跟著爸爸不斷的練習。,    4.再生：他終於能自獨立用木頭做出一張板凳。,    ",4,注意、保留、再生、動機
1520301,朱璟彤,老師跟班上的同學說：「如果大家這次的考試平均高於75分，那週末就可以不用寫作業。」請問老師是利用哪一種方法來督促同學？,"1.撤離型懲罰,    2.呈現型懲罰,    3.負增強,    4.正增強,    ",3,正增強、負增強
1520302,朱璟彤,"小小很喜歡訓練動物，總是訓練他們完成各式各樣的特技。
小小的訓練方法如下：
小狗：
當小小舉起手時，若是小狗會兩隻腳站立並轉圈時，小小就會給小狗一根骨頭。藉著這樣的訓練，之後每當小小舉起手時，狗狗就會做此動作。
綿羊：
當綿羊掉隊時，狗狗吠綿羊，綿羊就會害怕並回到羊群裡。小小就在每一次狗狗吠綿羊前吹口哨。之後只要小小吹口哨綿羊就會回到羊群裡。
請問小小分別用甚麼理論來訓練動物？","1.小狗：古典制約；綿羊：操作制約,    2.小狗：操作制約；綿羊：操作制約,    3.小狗：操作制約；綿羊：古典制約,    4.小狗：古典制約；綿羊：古典制約,    ",1,古點制約、操作制約
1520303,朱璟彤,熊熊這次的考試考得很不好，回家看到雙胞胎弟弟施施因為考試考得很好，媽媽就給他零用錢，施施很開心，也更努力複習功課希望下次也能考好。而熊熊很羨慕弟弟，加上後來又被媽媽罵，心裡更是難過，所以就去買一包糖果來安慰自己，下次要再加油。請問媽媽分別是用何種方法來管教兩兄弟，兩兄弟分別是屬於哪一種增強物？,"1.熊熊：呈現型懲罰，內在增強物；施施：正增強，外在增強物。,    2.熊熊：呈現型懲罰，內在增強物；施施：正增強，內在增強物。,    3.熊熊：撤離型懲罰，內在增強物；施施：負增強，外在增強物。,    4.熊熊：撤離型懲罰，內在增強物；施施：負增強，內在增強物。,    ",0,
1520304,朱璟彤,"今天桃桃在路上撿到錢，就把錢送到警察局去。媽媽知道以後，為了獎勵桃桃就帶他去吃大餐。希望桃桃能一直保持拾金不昧的態度。<br />
請問媽媽給予桃桃是哪一種增強物？","1.原級增強物,    2.社會增強物,    3.活動增強物,    4.代幣增強物,    ",,
1520305,朱璟彤,"(甲)老師為了鼓勵同學背單字因此就跟同學們說，每背十個單字小考就加一分，所以大家都開始努力背單字。
(乙)因為同學們都只有在段考前一週才開始讀書，雖然考試都考得不錯，但老師覺得這樣沒辦法區分平常就有在念書以及考前臨時抱佛腳的同學，因此在這次段考完後，老師就開始不定時的小考，希望能督促同學平常就要努力讀書。
請問上述的情況分別是哪一種增強的時機？","1.(甲)：固定比例；(乙)不定比例,    2.(甲)：固定時距；(乙)不定比例,    3.(甲)：固定時距；(乙)不定時距,    4.(甲)：固定比例；(乙)不定時距,    ",1,固定比例、不定比例、固定時距、不定時距
1520401,朱璟彤,"歷史老師為了幫助學生把艱澀的歷史記清楚，因此在上課時就編了一個故事，讓同學們方便記憶。 
請問老師是想利用哪一種的編碼方式幫助同學記憶？","1.語意記憶,    2.情節記憶,    3.程序記憶,    4.情境記憶,    ",2,語意記憶、情節記憶、程序記憶
1520402,朱璟彤,"小光之前是游泳校隊的，但因為受傷的緣故所以無法成為選手，因而頹廢不再游泳。等到小光長大後，迴響的以前的風光，想再去游泳。雖然很久沒游泳了，但下水後不久，就馬上找回當時的感覺。
請問是因為甚麼原因？","1.因為小光是用情節記憶，學後就很難忘記。,    2.因為小光是用情節記憶，可以記得最清楚。,    3.因為小光是用程序記憶，可以記得最清楚。4.因為小光是用程序記憶，學會後就很難忘記。",4,語意記憶、情節記憶、程序記憶
1520403,朱璟彤,"小奇：「小怪，你知道情節記憶、語意記憶和程序記憶的差別嗎？」 
小怪：「當然囉！(甲)就是跟操作有關，像是學習開車等，只要學會就很難忘記了。」 
小奇：「喔。原來如此，那關於我所學到的概念及事實，是用哪種記憶方式呢？」 
小怪：「喔喔，那是(乙)啦。還有最後一個，利用故事來記憶，並且記得最清楚的就是(丙)」 
小奇：「哇！你好厲害，謝謝你。」 
請問上述的(甲)、(乙)、(丙)分別為何者？","1.(甲)程序記憶、(乙)語意記憶、(丙)情節記憶,    2.(甲)程序記憶、(乙)情節記憶、(丙)語意記憶,    3.(甲)情節記憶、(乙)語意記憶、(丙)程序記憶,    4.(甲)情節記憶、(乙)程序記憶、(丙)語意記憶,    ",1,語意記憶、情節記憶、程序記憶
1520404,朱璟彤,"小家在上課時都會畫重點，回家複習功課時會繪製概念構圖，幫助自己能記得更清楚。 
請問小家在上課時及回家後分別是用哪種認知策略？","1.上課時：組織，回家後：回憶,    2.上課時：回憶，回家後：精緻化,    3.上課時：回憶，回家後：組織,    4.上課時：組織，回家後：精緻化,    ",2,回憶、組織
1520405,朱璟彤,"小平：「小安，你都甚麼方式讀書啊，(甲)我都有畫重點，但成績不見起色。」 
小安：「你那樣當然不夠阿，我都不只畫重點，(乙)還會在重點的地放加上自己的解釋，幫助我下次的複習。」 
小平：「那我也要這麼做，這樣我的成績就會突飛猛進了吧。」 
小安：「對阿，如果你想要成績更好的話，(丙)可以試試看用自己的話來解釋所學的內容，這樣更印象深刻喔！」 
小平：「好喔，那我這就去試試看！」 
請問上述的(甲)、(乙)、(丙)分別為何種認知策略？","1.(甲)組織、(乙)回憶、(丙)精緻化,    2.(甲)回憶、(乙)組織、(丙)精緻化,    3.(甲)回憶、(乙)精緻化、(丙)組織,    4.(甲)組織、(乙)精緻化、(丙)回憶,    ",2,回憶、組織、精緻化
